@relation problema
@attribute 'pkg' real
@attribute 'cpu' real
@attribute 'mem' real
@attribute 'gpu' real
@attribute 'wall_clock' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
6.213668823242187500,4.983642578125000000,0.104324340820312500,?,305,256,48,0
6.321899414062500000,5.109893798828125000,0.102310180664062500,?,298,222,76,0
6.315216064453125000,5.083282470703125000,0.103790283203125000,?,304,236,68,0
6.428695678710937500,5.253326416015625000,0.098815917968750000,?,288,247,41,0
6.266738891601562500,5.035095214843750000,0.103607177734375000,?,303,239,64,0
6.365097045898437500,5.113555908203125000,0.105056762695312500,?,307,254,53,0
1.299377441406250000,1.011718750000000000,0.024200439453125000,?,68,68,0,0
3.430191040039062500,2.723510742187500000,0.059432983398437500,?,173,125,48,0
6.405532836914062500,5.167373657226562500,0.103637695312500000,?,302,239,64,0
1.332077026367187500,1.054489135742187500,0.023239135742187500,?,65,61,4,0
1.336242675781250000,1.051345825195312500,0.023910522460937500,?,67,60,7,0
1.354446411132812500,1.090194702148437500,0.022216796875000000,?,64,60,4,0
1.332290649414062500,1.043380737304687500,0.024612426757812500,?,70,70,0,0
6.342819213867187500,5.094650268554687500,0.104339599609375000,?,305,237,68,0
1.607040405273437500,1.296447753906250000,0.025955200195312500,?,73,69,4,0
6.467605590820312500,5.245117187500000000,0.102218627929687500,?,298,230,68,0
6.436584472656250000,5.180465698242187500,0.105300903320312500,?,309,237,72,0
6.391357421875000000,5.143676757812500000,0.105163574218750000,?,306,258,48,0
6.600234985351562500,5.378341674804687500,0.102416992187500000,?,299,247,52,0
6.656204223632812500,5.464706420898437500,0.100341796875000000,?,292,243,50,0
6.452224731445312500,5.239227294921875000,0.101333618164062500,?,295,252,44,0
6.471557617187500000,5.215423583984375000,0.105346679687500000,?,308,260,48,0
6.457794189453125000,5.184173583984375000,0.105010986328125000,?,305,285,20,0
3.760375976562500000,3.031463623046875000,0.061065673828125000,?,177,128,49,0
6.570892333984375000,5.331695556640625000,0.104278564453125000,?,304,256,47,0
6.289306640625000000,5.069595336914062500,0.102645874023437500,?,300,252,48,0
3.662857055664062500,2.907485961914062500,0.063400268554687500,?,184,148,36,0
6.415054321289062500,5.199661254882812500,0.103607177734375000,?,302,261,40,0
6.476867675781250000,5.219818115234375000,0.105331420898437500,?,307,271,35,0
6.407272338867187500,5.162719726562500000,0.103713989257812500,?,302,275,28,0
6.284957885742187500,5.096633911132812500,0.099853515625000000,?,292,244,48,0
1.306564331054687500,1.005111694335937500,0.025268554687500000,?,72,65,8,0
6.355819702148437500,5.116104125976562500,0.103942871093750000,?,302,263,40,0
1.316101074218750000,1.013076782226562500,0.025268554687500000,?,73,69,4,0
6.386459350585937500,5.146423339843750000,0.105545043945312500,?,308,229,80,0
6.619537353515625000,5.439498901367187500,0.099258422851562500,?,288,240,49,0
1.356109619140625000,1.090209960937500000,0.022171020507812500,?,64,64,0,0
6.456314086914062500,5.214630126953125000,0.104675292968750000,?,306,265,41,0
6.515960693359375000,5.289718627929687500,0.102386474609375000,?,299,259,39,0
1.304168701171875000,1.000869750976562500,0.025238037109375000,?,72,72,0,0
6.442321777343750000,5.232772827148437500,0.101470947265625000,?,297,219,77,0
6.410949707031250000,5.159255981445312500,0.104934692382812500,?,306,251,55,0
1.409011840820312500,1.140411376953125000,0.022506713867187500,?,63,60,4,0
1.413818359375000000,1.124160766601562500,0.024215698242187500,?,68,68,0,0
6.486511230468750000,5.228225708007812500,0.105651855468750000,?,308,267,41,0
6.559616088867187500,5.284896850585937500,0.106033325195312500,?,309,261,48,0
6.304656982421875000,5.077301025390625000,0.102645874023437500,?,300,252,48,0
6.365722656250000000,5.123321533203125000,0.103271484375000000,?,301,241,60,0
6.421524047851562500,5.169494628906250000,0.104873657226562500,?,306,258,48,0
6.209960937500000000,4.983383178710937500,0.101562500000000000,?,296,256,40,0
1.372146606445312500,1.068542480468750000,0.024902343750000000,?,71,71,0,0
6.561767578125000000,5.349975585937500000,0.101577758789062500,?,297,251,45,0
1.348083496093750000,1.080825805664062500,0.023895263671875000,?,67,64,4,0
4.192001342773437500,3.351531982421875000,0.069610595703125000,?,202,198,4,0
6.532028198242187500,5.260635375976562500,0.105346679687500000,?,307,271,36,0
6.490325927734375000,5.235336303710937500,0.104675292968750000,?,306,231,75,0
4.187133789062500000,3.351654052734375000,0.069976806640625000,?,203,195,8,0
1.437698364257812500,1.167938232421875000,0.022216796875000000,?,63,59,4,0
1.385772705078125000,1.119735717773437500,0.022171020507812500,?,63,59,4,0
6.479980468750000000,5.219070434570312500,0.105499267578125000,?,309,269,40,0
6.383224487304687500,5.121917724609375000,0.103958129882812500,?,304,256,48,0
6.518844604492187500,5.301055908203125000,0.101943969726562500,?,298,242,56,0
1.608016967773437500,1.300125122070312500,0.025588989257812500,?,73,69,4,0
1.355468750000000000,1.087860107421875000,0.022186279296875000,?,63,63,0,0
1.452819824218750000,1.160614013671875000,0.024200439453125000,?,69,69,0,0
6.555023193359375000,5.323196411132812500,0.101501464843750000,?,297,241,56,0
3.579635620117187500,2.904037475585937500,0.057693481445312500,?,167,115,52,0
6.487533569335937500,5.274093627929687500,0.101181030273437500,?,296,213,83,0
6.574371337890625000,5.340896606445312500,0.102310180664062500,?,299,247,52,0
6.460357666015625000,5.208877563476562500,0.104644775390625000,?,307,263,44,0
6.449020385742187500,5.201248168945312500,0.104354858398437500,?,304,260,44,0
6.489532470703125000,5.230346679687500000,0.104995727539062500,?,307,263,44,0
6.422973632812500000,5.184768676757812500,0.103515625000000000,?,303,270,33,0
6.511062622070312500,5.282714843750000000,0.101135253906250000,?,296,247,48,0
1.384765625000000000,1.099609375000000000,0.023559570312500000,?,67,58,8,0
6.401062011718750000,5.144042968750000000,0.103942871093750000,?,304,260,44,0
6.418014526367187500,5.209930419921875000,0.100875854492187500,?,294,242,51,0
1.351898193359375000,1.088150024414062500,0.022171020507812500,?,62,59,4,0
6.512313842773437500,5.278472900390625000,0.101898193359375000,?,297,270,28,0
6.400955200195312500,5.141067504882812500,0.103912353515625000,?,303,243,60,0
6.162918090820312500,4.948852539062500000,0.103424072265625000,?,301,237,64,0
6.226226806640625000,5.039077758789062500,0.100280761718750000,?,293,221,72,0
